8074;7.07;Madhouse;Action;669;7.57;Gore;R+ - Mild Nudity;Shounen
7724;7.73;Daume;Horror;3486;7.94;Gore;R - 17+ (violence & profanity);Shounen
8675;7.56;GoHands;Comedy;14110;8;Gag Humor;R - 17+ (violence & profanity);Shounen
7592;7.61;Studio Deen;Action;5664;7.98;Mythology;PG-13 - Teens 13 or older;Shounen
8246;7.42;Pierrot;Action;96768;7.24;Time Travel;PG-13 - Teens 13 or older;Shounen
5277;7.28;Seven Arcs;Action;873;7.54;Harem;R+ - Mild Nudity;Seinen
7858;7.36;AIC ASTA;Comedy;8144;8.17;Harem;PG-13 - Teens 13 or older;Shounen
7627;7.53;Bridge;Comedy;17641;7.55;Gag Humor;PG-13 - Teens 13 or older;Shounen
8768;7.28;Production I.G;Romance;17394;7.67;School;PG-13 - Teens 13 or older;Shoujo
9252;7.78;Production I.G;Action;4608;7.73;Adult Cast;R - 17+ (violence & profanity);Shounen
9355;7.19;Seven Arcs;Comedy;873;7.54;Harem;R+ - Mild Nudity;Seinen
