481;7.48;Gallop;Action;54;7.66;Strategy Game;PG-13 - Teens 13 or older;Shounen
189;7.1;Xebec;Comedy;16;7.79;Harem;PG-13 - Teens 13 or older;Shounen
1313;7.23;Toei Animation;Action;2388;6.61;Isekai;PG - Children;Kids
665;7.22;APPP;Action;872;8.1;Vampire;R+ - Mild Nudity;Shounen
104;7.18;Pierrot;Adventure;83;7.57;Psychological;R - 17+ (violence & profanity);Shoujo
129;7.55;Pierrot;Action;509;8.01;Mythology;R - 17+ (violence & profanity);Shounen
51;6.26;Hal Film Maker;Action;448;7.9;Reincarnation;R+ - Mild Nudity;Shoujo
800;6.87;Triangle Staff;Sci-Fi;4342;6.87;Iyashikei;PG-13 - Teens 13 or older;Shounen
2356;6.48;Studio Live;Horror;4592;6.81;Gore;R+ - Mild Nudity;Seinen
2694;7.1;Madhouse;Action;14689;7.97;Historical;R+ - Mild Nudity;Seinen
