37430;8.14;8bit;Action;87609;8.39;Isekai;PG-13 - Teens 13 or older;Shounen
37991;8.58;David Production;Action;3008;8.18;Organized Crime;R - 17+ (violence & profanity);Shounen
37799;6.43;Pierrot;Action;81117;8.27;Gore;R - 17+ (violence & profanity);Seinen
37475;7.45;LIDENFILMS;Action;91514;8.24;School;PG-13 - Teens 13 or older;Shounen
38249;8.2;J.C.Staff;Comedy;37755;8.3;Gag Humor;PG-13 - Teens 13 or older;Shounen
37989;8.24;Geno Studio;Action;85968;8.64;Adult Cast;R - 17+ (violence & profanity);Seinen
37007;7.55;Gonzo;Sports;79061;7.76;Combat Sports;PG-13 - Teens 13 or older;Shounen
37716;7.23;LIDENFILMS;Comedy;91136;7.62;Mythology;PG-13 - Teens 13 or older;Shounen
38777;7.66;Yokohama Animation Lab;Fantasy;113138;8.53;School;G - All Ages;Shounen
37996;7.52;Lerche;Comedy;99678;7.87;Gag Humor;PG-13 - Teens 13 or older;Seinen
37992;5.79;Saetta;Comedy;111117;6.79;School;PG-13 - Teens 13 or older;Josei
38002;7.6;Lerche;Comedy;99678;7.87;Gag Humor;PG-13 - Teens 13 or older;Seinen
39477;7.57;Studio Moriken;Comedy;23390;8.55;Parody;G - All Ages;Shounen
38360;7.33;Hoods Entertainment;Action;13801;7.8;Adult Cast;R - 17+ (violence & profanity);Seinen
36951;7.4;Pierrot;Action;53;8.2;Martial Arts;PG-13 - Teens 13 or older;Shounen
35228;6.89;Nippon Animation;Comedy;1567;7.66;Historical;PG-13 - Teens 13 or older;Shoujo
36556;6.53;White Fox;Action;473;7.72;Historical;R - 17+ (violence & profanity);Shounen
38600;6.27;Production I.G;Action;48321;7.39;Detective;PG-13 - Teens 13 or older;Seinen
