48583;8.77;MAPPA;Action;23390;8.55;Gore;R - 17+ (violence & profanity);Shounen
48736;8.22;CloverWorks;Romance;112268;8;Otaku Culture;PG-13 - Teens 13 or older;Seinen
49114;8.2;Bones;Action;93753;8.5;Historical;R - 17+ (violence & profanity);Shounen
41946;5.94;Studio Gokumi;Sci-Fi;98752;6.13;Harem;R+ - Mild Nudity;Shounen
49721;8.42;Shin-Ei Animation;Comedy;78537;8.09;Romantic Subtext;PG-13 - Teens 13 or older;Shounen
44516;6.9;Platinum Vision;Action;104710;7.58;Adult Cast;R - 17+ (violence & profanity);Josei
49909;8.21;LIDENFILMS;Comedy;117954;7.6;Childcare;PG-13 - Teens 13 or older;Seinen
45560;6.6;A.C.G.T.;Action;113644;6.76;Historical;PG-13 - Teens 13 or older;Shounen
42892;6.35;J.C.Staff;Action;61097;8.06;Historical;PG-13 - Teens 13 or older;Shoujo
49519;7.18;Madhouse;Slice of Life;111356;7.05;Adult Cast;PG-13 - Teens 13 or older;Seinen
43693;7.19;NAZ;Comedy;20647;7.72;Historical;PG-13 - Teens 13 or older;Seinen
45783;6.61;LIDENFILMS;Action;510;8.22;Mythology;PG-13 - Teens 13 or older;Josei
48583;8.77;MAPPA;Action;23390;8.55;Gore;R - 17+ (violence & profanity);Shounen
48736;8.22;CloverWorks;Romance;112268;8;Otaku Culture;PG-13 - Teens 13 or older;Seinen
49114;8.2;Bones;Action;93753;8.5;Historical;R - 17+ (violence & profanity);Shounen
41946;5.94;Studio Gokumi;Sci-Fi;98752;6.13;Harem;R+ - Mild Nudity;Shounen
49721;8.42;Shin-Ei Animation;Comedy;78537;8.09;Romantic Subtext;PG-13 - Teens 13 or older;Shounen
44516;6.9;Platinum Vision;Action;104710;7.58;Adult Cast;R - 17+ (violence & profanity);Josei
49909;8.21;LIDENFILMS;Comedy;117954;7.6;Childcare;PG-13 - Teens 13 or older;Seinen
45560;6.6;A.C.G.T.;Action;113644;6.76;Historical;PG-13 - Teens 13 or older;Shounen
42892;6.35;J.C.Staff;Action;61097;8.06;Historical;PG-13 - Teens 13 or older;Shoujo
49519;7.18;Madhouse;Slice of Life;111356;7.05;Adult Cast;PG-13 - Teens 13 or older;Seinen
43693;7.19;NAZ;Comedy;20647;7.72;Historical;PG-13 - Teens 13 or older;Seinen
45783;6.61;LIDENFILMS;Action;510;8.22;Mythology;PG-13 - Teens 13 or older;Josei
