40748;8.67;MAPPA;Action;113138;8.55
40776;8.54;Production I.G;Sports;35243;8.84
41389;7.91;Seven Arcs;Comedy;112589;8.23
40454;7.45;J.C.Staff;Action;56743;8.23
40911;8.15;Production I.G;Mystery;100323;8.45
40571;7.55;C2C;Adventure;102330;8.14
40497;7.29;8bit;Action;34127;8.21
41619;7.19;Bridge;Supernatural;107500;7.42
41345;6.87;Production I.G;Action;29983;8.14
41006;7.2;Passione;Horror;130251;7.6
41380;6.5;Maho Film;Action;99449;7.05
40595;6.63;SILVER LINK.;Action;106755;7.6
40397;7.99;Doga Kobo;Comedy;98639;7.94
39790;7.1;Tezuka Productions;Girls Love;77597;8.37
41312;6.96;Maho Film;Adventure;109505;7.52
40059;8.45;Geno Studio;Action;85968;8.6
40974;7.21;EMT Squared;Adventure;100512;7.72
40359;6.87;Doga Kobo;Drama;258;7.01
41783;6.47;Blade;Comedy;125920;6.28
42571;5.62;Adonero;Comedy;116284;6.5
40906;7.17;Toei Animation;Action;871;7.95
38337;7.94;Encourage Films;Comedy;49835;8.32
40803;6.8;A-1 Pictures;Action;116763;7.58
42238;7.59;Fanworks;Comedy;104937;7.56
